date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:07:02	58453/58453	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:30:50%20GMT	https://www.w3schools.com/js/js_json.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_json.html	(from https://www.w3schools.com/js/)
19:07:03	59832/59832	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:37:40%20GMT	https://www.w3schools.com/js/js_validation.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_validation.html	(from https://www.w3schools.com/js/)
19:07:04	59049/59049	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2008:41:19%20GMT	https://www.w3schools.com/js/js_validation_api.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_validation_api.html	(from https://www.w3schools.com/js/)
19:07:05	62346/62346	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2005:12:03%20GMT	https://www.w3schools.com/js/js_object_definition.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_object_definition.html	(from https://www.w3schools.com/js/)
19:07:06	59015/59015	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:25:25%20GMT	https://www.w3schools.com/js/js_object_properties.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_object_properties.html	(from https://www.w3schools.com/js/)
19:07:07	57893/57893	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2008:21:41%20GMT	https://www.w3schools.com/js/js_object_methods.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_object_methods.html	(from https://www.w3schools.com/js/)
19:07:08	62794/62794	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:28:22%20GMT	https://www.w3schools.com/js/js_object_accessors.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_object_accessors.html	(from https://www.w3schools.com/js/)
19:07:09	64302/64302	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:15:51%20GMT	https://www.w3schools.com/js/js_object_constructors.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_object_constructors.html	(from https://www.w3schools.com/js/)
19:07:10	57761/57761	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:57:45%20GMT	https://www.w3schools.com/js/js_object_prototypes.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_object_prototypes.html	(from https://www.w3schools.com/js/)
19:07:11	61128/61128	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:46:05%20GMT	https://www.w3schools.com/js/js_object_es5.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_object_es5.html	(from https://www.w3schools.com/js/)
19:07:12	63048/63048	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:55:51%20GMT	https://www.w3schools.com/js/js_function_definition.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_function_definition.html	(from https://www.w3schools.com/js/)
19:07:13	58358/58358	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2010:21:12%20GMT	https://www.w3schools.com/js/js_function_parameters.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_function_parameters.html	(from https://www.w3schools.com/js/)
19:07:14	61272/61272	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2009:04:39%20GMT	https://www.w3schools.com/js/js_function_invocation.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_function_invocation.html	(from https://www.w3schools.com/js/)
19:07:15	58587/58587	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2011:29:42%20GMT	https://www.w3schools.com/js/js_function_call.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_function_call.html	(from https://www.w3schools.com/js/)
19:07:16	58669/58669	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:11:40%20GMT	https://www.w3schools.com/js/js_function_apply.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_function_apply.html	(from https://www.w3schools.com/js/)
19:07:17	61119/61119	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:35:32%20GMT	https://www.w3schools.com/js/js_function_closures.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_function_closures.html	(from https://www.w3schools.com/js/)
19:07:18	56430/56430	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2008:56:25%20GMT	https://www.w3schools.com/js/js_htmldom.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_htmldom.html	(from https://www.w3schools.com/js/)
19:07:19	55418/55418	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:35:54%20GMT	https://www.w3schools.com/js/js_htmldom_methods.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_htmldom_methods.html	(from https://www.w3schools.com/js/)
19:07:20	59795/59795	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2006:24:37%20GMT	https://www.w3schools.com/js/js_htmldom_document.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_htmldom_document.html	(from https://www.w3schools.com/js/)
19:07:21	60258/60258	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2008:02:25%20GMT	https://www.w3schools.com/js/js_htmldom_elements.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_htmldom_elements.html	(from https://www.w3schools.com/js/)
19:07:22	59122/59122	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2007:55:24%20GMT	https://www.w3schools.com/js/js_htmldom_html.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_htmldom_html.html	(from https://www.w3schools.com/js/)
19:07:23	57085/57085	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Nov%202018%2010:17:55%20GMT	https://www.w3schools.com/js/js_htmldom_css.asp	/home/ik_2dw3/My%20Web%20Sites/JavaScript/www.w3schools.com/js/js_htmldom_css.html	(from https://www.w3schools.com/js/)
